date,open,high,low,close,volume,oi,iv,delta,gamma,theta,vega
2026-04-27 00:00:00+05:30,40.2,40.2,40.2,40.2,0,0,0.4197610677474075,-0.83659523784503,0.007292129262211586,-0.09411490938299844,0.19878790581132266
2026-04-28 00:00:00+05:30,25.0,25.0,25.0,25.0,20250,20250,0.30299858893735904,-0.7883993818874466,0.011448739378891504,-0.08395710460141924,0.24158040519512944
2026-04-29 00:00:00+05:30,24.95,24.95,21.65,22.35,24750,24750,,,,,
2026-04-30 00:00:00+05:30,22.35,22.35,22.35,22.35,0,24750,,,,,
2026-05-04 00:00:00+05:30,30.0,30.5,30.0,30.35,9000,29250,,,,,
2026-05-05 00:00:00+05:30,30.35,30.35,30.35,30.35,0,29250,,,,,
2026-05-06 00:00:00+05:30,41.4,41.4,41.4,41.4,2250,31500,,,,,
2026-05-07 00:00:00+05:30,41.4,41.4,41.4,41.4,0,31500,,,,,
2026-05-08 00:00:00+05:30,41.4,41.4,41.4,41.4,0,31500,,,,,
2026-05-11 00:00:00+05:30,41.4,41.4,41.4,41.4,0,31500,,,,,
2026-05-12 00:00:00+05:30,41.4,41.4,41.4,41.4,0,31500,,,,,
2026-05-13 00:00:00+05:30,28.0,28.0,26.85,26.85,4500,33750,,,,,
2026-05-14 00:00:00+05:30,23.0,24.5,23.0,24.5,13500,29250,,,,,
2026-05-15 00:00:00+05:30,24.5,24.5,24.5,24.5,0,29250,,,,,
