date,open,high,low,close,volume,oi,iv,delta,gamma,theta,vega
2026-04-27 00:00:00+05:30,664.9,664.9,664.9,664.9,0,125,0.2921563981552342,0.8486549154247638,0.00036398313332527184,-3.670088858344399,5.173333626893794
2026-04-28 00:00:00+05:30,616.55,616.55,616.55,616.55,125,125,0.31945916164520377,0.8047495783320238,0.0004022276362179514,-4.381318349280273,5.925049585048051
2026-04-29 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,0.3818198609377208,0.754699681383566,0.0003929414103952804,-5.589847315567837,6.59558475963237
2026-04-30 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,0.4672943286195988,0.697046674917716,0.0003666780915446559,-7.2344787147210186,7.1177817652822375
2026-05-04 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-05 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-06 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-07 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-08 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-11 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-12 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-13 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-14 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
2026-05-15 00:00:00+05:30,616.55,616.55,616.55,616.55,0,125,,,,,
