date,open,high,low,close,volume,oi,iv,delta,gamma,theta,vega
2026-04-27 00:00:00+05:30,92.0,92.0,84.45,84.45,1150,575,0.2870198369360374,0.8448357291473324,0.0028822731636899356,-0.4789434795746119,0.687327565393485
2026-04-28 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-04-29 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-04-30 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,0.3594782331246042,0.7934163632956639,0.0029219234530446876,-0.6650038099285663,0.7756136568867886
2026-05-04 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-05-05 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-05-06 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-05-07 00:00:00+05:30,84.45,84.45,84.45,84.45,0,575,,,,,
2026-05-08 00:00:00+05:30,79.55,79.55,75.85,75.85,2300,1725,,,,,
2026-05-11 00:00:00+05:30,75.85,75.85,75.85,75.85,0,1725,,,,,
2026-05-12 00:00:00+05:30,39.7,47.4,36.4,40.05,17250,10925,,,,,
2026-05-13 00:00:00+05:30,34.35,45.4,30.8,38.6,132250,32200,,,,,
2026-05-14 00:00:00+05:30,46.45,52.95,39.0,48.3,47150,24725,,,,,
2026-05-15 00:00:00+05:30,40.1,49.7,40.1,44.35,16100,29900,,,,,
